Date,Open,High,Low,Close,Adj Close,Volume
1972-07-24,6.977975,7.027394,6.977975,7.007627,1.122825,108764
1972-07-25,7.007627,7.047162,7.007627,7.037278,1.127576,402173
1972-07-26,7.037278,7.057046,7.017511,7.047162,1.129160,183381
1972-07-27,7.047162,7.076813,7.017511,7.017511,1.124408,97381
1972-07-28,7.027394,7.076813,7.027394,7.027394,1.125993,77146
1972-07-31,7.037278,7.086697,7.037278,7.086697,1.135494,131528
1972-08-01,7.086697,7.195419,7.066930,7.175652,1.149747,390790
1972-08-02,7.175652,7.314025,7.175652,7.264606,1.164000,190969
1972-08-03,7.274490,7.383212,7.274490,7.353560,1.178253,153028
1972-08-04,7.343677,7.343677,7.314025,7.323909,1.173502,98646
1972-08-07,7.323909,7.323909,7.284374,7.284374,1.167167,147969
1972-08-08,7.284374,7.323909,7.254722,7.304141,1.170334,134058
1972-08-09,7.304141,7.323909,7.244838,7.254722,1.162416,70823
1972-08-10,7.254722,7.304141,7.254722,7.304141,1.170334,508407
1972-08-11,7.323909,7.580888,7.323909,7.551237,1.209927,442643
1972-08-14,7.630307,7.699494,7.630307,7.630307,1.222596,227645
1972-08-15,7.630307,7.669843,7.590772,7.640191,1.224180,207410
1972-08-16,7.640191,7.650075,7.571004,7.590772,1.216261,118881
1972-08-17,7.590772,7.669843,7.590772,7.620423,1.221013,110028
1972-08-18,7.620423,7.689610,7.620423,7.630307,1.222596,112558
1972-08-21,7.630307,7.659959,7.610540,7.659959,1.227347,96117
1972-08-22,7.659959,7.689610,7.650075,7.679726,1.230515,115087
1972-08-23,7.630307,7.630307,7.590772,7.610540,1.219429,128999
1972-08-24,7.610540,7.650075,7.580888,7.590772,1.216261,106234
1972-08-25,7.590772,7.650075,7.580888,7.630307,1.222596,178322
1972-08-28,7.630307,7.630307,7.590772,7.590772,1.216261,156822
1972-08-29,7.590772,7.669843,7.590772,7.630307,1.222596,139116
1972-08-30,7.669843,7.729145,7.669843,7.719262,1.236850,121411
1972-08-31,7.719262,7.768681,7.719262,7.729145,1.238432,122675
1972-09-01,7.768681,7.808216,7.768681,7.788448,1.247935,70823
1972-09-05,7.788448,7.788448,7.729145,7.729145,1.238432,101175
1972-09-06,7.719262,7.719262,7.669843,7.679726,1.230515,164410
1972-09-07,7.679726,7.719262,7.679726,7.689610,1.232098,116352
1972-09-08,7.689610,7.709378,7.679726,7.689610,1.232098,41735
1972-09-11,7.689610,7.719262,7.630307,7.630307,1.222596,183381
1972-09-12,7.620423,7.620423,7.600656,7.600656,1.217845,40470
1972-09-13,7.610540,7.640191,7.610540,7.640191,1.224180,44264
1972-09-14,7.640191,7.669843,7.630307,7.659959,1.227347,43000
1972-09-15,7.640191,7.640191,7.511701,7.531469,1.206759,412290
1972-09-18,7.491934,7.491934,7.452399,7.452399,1.194090,98646
1972-09-19,7.442515,7.442515,7.373328,7.373328,1.181420,96117
1972-09-20,7.363444,7.363444,7.314025,7.353560,1.178253,125205
1972-09-21,7.353560,7.353560,7.314025,7.333793,1.175085,70823
1972-09-22,7.343677,7.383212,7.343677,7.353560,1.178253,368026
1972-09-25,7.353560,7.353560,7.314025,7.314025,1.177617,125205
1972-09-26,7.314025,7.333793,7.234955,7.254722,1.168068,154293
1972-09-27,7.254722,7.314025,7.254722,7.314025,1.177617,146704
1972-09-28,7.343677,7.472166,7.343677,7.472166,1.203079,214998
1972-09-29,7.511701,7.580888,7.511701,7.580888,1.220583,713287
1972-10-02,7.571004,7.571004,7.531469,7.541353,1.214219,88529
1972-10-03,7.541353,7.580888,7.541353,7.541353,1.214219,69558
1972-10-04,7.541353,7.541353,7.462282,7.472166,1.203079,97381
1972-10-05,7.462282,7.462282,7.353560,7.353560,1.183982,74617
1972-10-06,7.353560,7.432631,7.274490,7.383212,1.188756,151763
1972-10-09,7.383212,7.393096,7.343677,7.393096,1.190348,50588
1972-10-10,7.402979,7.462282,7.402979,7.402979,1.191939,55647
1972-10-11,7.402979,7.422747,7.373328,7.373328,1.187166,110028
1972-10-12,7.373328,7.373328,7.323909,7.353560,1.183982,61970
1972-10-13,7.333793,7.333793,7.284374,7.294257,1.174433,92323
1972-10-16,7.274490,7.274490,7.205303,7.215187,1.161703,60705
1972-10-17,7.215187,7.254722,7.215187,7.225071,1.163295,192233
1972-10-18,7.254722,7.383212,7.254722,7.383212,1.188756,245351
1972-10-19,7.393096,7.462282,7.393096,7.432631,1.196714,297203
1972-10-20,7.432631,7.511701,7.402979,7.472166,1.203079,244086
1972-10-23,7.531469,7.571004,7.531469,7.531469,1.212627,145440
1972-10-24,7.531469,7.571004,7.511701,7.531469,1.212627,93587
1972-10-25,7.551237,7.590772,7.551237,7.571004,1.218993,360438
1972-10-26,7.571004,7.571004,7.491934,7.531469,1.212627,383202
1972-10-27,7.531469,7.551237,7.491934,7.551237,1.215810,149234
1972-10-30,7.551237,7.571004,7.511701,7.561121,1.217401,183381
1972-10-31,7.561121,7.590772,7.511701,7.590772,1.222176,237762
1972-11-01,7.610540,7.669843,7.610540,7.650075,1.231723,94852
1972-11-02,7.669843,7.739029,7.669843,7.739029,1.246045,115087
1972-11-03,7.748913,7.907054,7.748913,7.867519,1.266734,304791
1972-11-06,7.877403,7.936706,7.877403,7.877403,1.268325,275703
1972-11-08,7.877403,7.926822,7.867519,7.877403,1.268325,337673
1972-11-09,7.877403,7.916938,7.837867,7.916938,1.274691,182116
1972-11-10,7.916938,7.966357,7.897170,7.926822,1.276282,202351
1972-11-13,7.926822,7.946589,7.887287,7.946589,1.279465,169469
1972-11-14,7.936706,7.936706,7.887287,7.887287,1.269916,126469
1972-11-15,7.907054,7.986125,7.907054,7.966357,1.282647,247880
1972-11-16,7.966357,8.302407,7.956473,8.302407,1.336754,534965
1972-11-17,8.312291,8.440780,8.312291,8.341942,1.343120,1148342
1972-11-20,8.341942,8.341942,8.223336,8.262872,1.330389,187175
1972-11-21,8.262872,8.322175,8.223336,8.322175,1.339938,343997
1972-11-22,8.302407,8.302407,8.183801,8.233220,1.325615,127734
1972-11-24,8.243104,8.282639,8.243104,8.262872,1.330389,79676
1972-11-27,8.262872,8.292523,8.262872,8.282639,1.333571,240292
1972-11-28,8.282639,8.312291,8.243104,8.252988,1.328797,314909
1972-11-29,8.252988,8.252988,8.183801,8.183801,1.317658,151763
1972-11-30,8.144266,8.144266,7.966357,8.005892,1.289013,194763
1972-12-01,8.005892,8.065195,7.996009,8.045428,1.295379,139116
1972-12-04,8.045428,8.055311,7.996009,8.045428,1.295379,117616
1972-12-05,8.045428,8.055311,8.005892,8.025660,1.292195,252939
1972-12-06,8.025660,8.045428,8.005892,8.025660,1.292195,251674
1972-12-07,8.025660,8.055311,7.996009,8.025660,1.292195,193498
1972-12-08,8.025660,8.055311,8.025660,8.045428,1.295379,41735
1972-12-11,8.045428,8.104731,8.015776,8.104731,1.304927,73352
1972-12-12,8.164033,8.252988,8.164033,8.223336,1.324023,208674
1972-12-13,8.173917,8.173917,8.124498,8.124498,1.308110,117616
1972-12-14,8.144266,8.262872,8.144266,8.262872,1.330389,280762
1972-12-15,8.262872,8.272755,8.223336,8.243104,1.327206,331350
1972-12-18,8.164033,8.164033,8.065195,8.104731,1.304927,149234
1972-12-19,8.035544,8.035544,7.926822,7.966357,1.282647,284556
1972-12-20,8.005892,8.065195,8.005892,8.025660,1.292195,304791
1972-12-21,8.025660,8.065195,8.005892,8.005892,1.289013,292144
1972-12-22,7.986125,7.986125,7.946589,7.986125,1.291571,278233
1972-12-26,7.986125,7.986125,7.926822,7.946589,1.285177,118881
1972-12-27,7.946589,7.966357,7.867519,7.966357,1.288374,321232
1972-12-29,7.986125,8.796598,7.986125,8.025660,1.297965,323762
1973-01-02,8.025660,8.075079,7.996009,8.075079,1.305957,247880
1973-01-03,8.164033,8.381477,8.164033,8.381477,1.355510,350320
1973-01-04,8.381477,8.381477,8.302407,8.322175,1.345919,259262
1973-01-05,8.312291,8.312291,8.223336,8.243104,1.333131,188439
1973-01-08,8.252988,8.351826,8.252988,8.302407,1.342722,190969
1973-01-09,8.302407,8.332058,8.282639,8.282639,1.339525,120146
1973-01-10,8.262872,8.262872,8.183801,8.183801,1.323540,154293
1973-01-11,8.164033,8.164033,8.045428,8.114614,1.312351,208674
1973-01-12,8.114614,8.134382,8.075079,8.104731,1.310753,255468
1973-01-15,8.104731,8.144266,8.025660,8.035544,1.299563,287085
1973-01-16,8.035544,8.075079,8.005892,8.045428,1.301162,116352
1973-01-17,8.065195,8.252988,8.065195,8.252988,1.334730,144175
1973-01-18,8.252988,8.292523,8.203569,8.213453,1.328335,515995
1973-01-19,8.213453,8.223336,8.183801,8.183801,1.323540,158087
1973-01-22,8.173917,8.173917,8.065195,8.065195,1.304358,278233
1973-01-23,8.015776,8.015776,7.986125,7.986125,1.291571,465407
1973-01-24,7.986125,8.084963,7.827984,7.837867,1.267594,332614
1973-01-26,7.837867,7.877403,7.778565,7.818100,1.264396,299732
1973-01-29,7.818100,7.818100,7.748913,7.788448,1.259602,149234
1973-01-30,7.788448,7.857635,7.748913,7.788448,1.259602,437584
1973-01-31,7.788448,7.798332,7.699494,7.699494,1.245215,203616
1973-02-01,7.699494,7.719262,7.679726,7.689610,1.243616,263056
1973-02-02,7.689610,7.778565,7.689610,7.778565,1.258002,147969
1973-02-05,7.778565,7.798332,7.758797,7.778565,1.258002,214998
1973-02-06,7.788448,7.827984,7.788448,7.827984,1.265995,127734
1973-02-07,7.837867,7.936706,7.837867,7.837867,1.267594,241556
1973-02-08,7.837867,7.867519,7.827984,7.847751,1.269192,111293
1973-02-09,7.867519,8.173917,7.867519,8.104731,1.310753,454025
1973-02-12,8.223336,8.302407,8.223336,8.282639,1.339525,226380
1973-02-13,8.341942,8.618689,8.341942,8.440780,1.365101,680405
1973-02-14,8.421013,8.421013,8.262872,8.351826,1.350714,278233
1973-02-15,8.351826,8.381477,8.223336,8.233220,1.331533,217527
1973-02-16,8.223336,8.223336,8.094847,8.203569,1.326738,231439
1973-02-20,8.203569,8.282639,8.203569,8.233220,1.331533,122675
1973-02-21,8.262872,8.302407,8.262872,8.262872,1.336327,85999
1973-02-22,8.262872,8.322175,8.262872,8.322175,1.345919,87264
1973-02-23,8.322175,8.341942,8.292523,8.302407,1.342722,131528
1973-02-26,8.302407,8.302407,8.183801,8.223336,1.329934,161881
1973-02-27,8.223336,8.262872,8.025660,8.025660,1.297965,190969
1973-02-28,8.025660,8.045428,7.986125,8.045428,1.301162,412290
1973-03-01,8.045428,8.104731,8.005892,8.005892,1.294768,464143
1973-03-02,8.005892,8.104731,7.916938,8.104731,1.310753,233968
1973-03-05,8.104731,8.144266,8.055311,8.124498,1.313950,221321
1973-03-06,8.144266,8.272755,8.144266,8.233220,1.331533,293409
1973-03-07,8.272755,8.430896,8.272755,8.272755,1.337926,376879
1973-03-08,8.272755,8.322175,8.262872,8.302407,1.342722,524848
1973-03-09,8.302407,8.302407,8.233220,8.233220,1.331533,168204
1973-03-12,8.233220,8.272755,8.193685,8.193685,1.325139,298468
1973-03-13,8.193685,8.213453,8.183801,8.193685,1.325139,479319
1973-03-14,8.193685,8.223336,8.183801,8.223336,1.329934,314909
1973-03-15,8.223336,8.243104,8.203569,8.203569,1.326738,309850
1973-03-16,8.203569,8.213453,8.154150,8.173917,1.321942,223851
1973-03-19,8.173917,8.183801,7.976241,7.976241,1.289972,184645
1973-03-20,7.976241,8.015776,7.916938,8.015776,1.296366,294674
1973-03-21,8.144266,8.164033,8.144266,8.144266,1.317146,102440
1973-03-22,8.104731,8.104731,7.907054,7.976241,1.289972,471731
1973-03-23,7.976241,8.045428,7.907054,7.956473,1.286775,464143
1973-03-26,7.956473,8.045428,7.897170,7.986125,1.297373,347791
1973-03-27,8.025660,8.104731,8.025660,8.104731,1.316641,108764
1973-03-28,8.124498,8.183801,8.124498,8.144266,1.323063,150499
1973-03-29,8.144266,8.272755,8.144266,8.272755,1.343936,84734
1973-03-30,8.272755,8.302407,8.233220,8.282639,1.345542,413555
1973-04-02,8.223336,8.223336,8.134382,8.154150,1.324668,121411
1973-04-03,8.075079,8.075079,7.956473,8.015776,1.302189,178322
1973-04-04,8.015776,8.025660,7.926822,7.936706,1.289344,111293
1973-04-05,7.936706,7.936706,7.837867,7.897170,1.282921,175792
1973-04-06,7.897170,7.966357,7.867519,7.966357,1.294161,241556
1973-04-09,7.996009,8.154150,7.996009,8.144266,1.323063,156822
1973-04-10,8.144266,8.322175,8.104731,8.312291,1.350360,247880
1973-04-11,8.302407,8.302407,8.243104,8.302407,1.348754,204880
1973-04-12,8.302407,8.312291,8.243104,8.302407,1.348754,484378
1973-04-13,8.302407,8.302407,8.262872,8.272755,1.343936,121411
1973-04-16,8.272755,8.302407,8.252988,8.252988,1.340725,79676
1973-04-17,8.252988,8.322175,8.252988,8.272755,1.343936,174528
1973-04-18,8.282639,8.341942,8.282639,8.341942,1.355176,180851
1973-04-19,8.351826,8.480316,8.351826,8.470432,1.376050,182116
1973-04-23,8.460548,8.460548,8.411129,8.460548,1.374444,146704
1973-04-24,8.460548,8.529735,8.312291,8.312291,1.350360,345261
1973-04-25,8.312291,8.322175,8.243104,8.262872,1.342331,134058
1973-04-26,8.223336,8.223336,8.045428,8.164033,1.326275,423672
1973-04-27,8.164033,8.173917,8.035544,8.035544,1.305400,179586
1973-04-30,8.035544,8.045428,7.916938,8.005892,1.300584,168204
1973-05-01,8.005892,8.124498,7.966357,8.124498,1.319852,156822
1973-05-02,8.183801,8.351826,8.183801,8.322175,1.351966,298468
1973-05-03,8.322175,8.460548,8.223336,8.401245,1.364810,472995
1973-05-04,8.391361,8.480316,8.381477,8.391361,1.363204,265586
1973-05-07,8.411129,8.618689,8.411129,8.618689,1.400134,346526
1973-05-08,8.618689,8.677992,8.559386,8.618689,1.400134,271909
1973-05-09,8.589038,8.589038,8.480316,8.509967,1.382473,198557
1973-05-10,8.381477,8.381477,8.164033,8.203569,1.332696,225748
1973-05-11,8.203569,8.203569,8.084963,8.183801,1.329486,139116
1973-05-14,8.025660,8.025660,7.907054,7.966357,1.294161,254203
1973-05-15,7.966357,7.966357,7.827984,7.907054,1.284528,314909
1973-05-16,7.907054,7.966357,7.827984,7.926822,1.287738,214998
1973-05-17,7.926822,8.025660,7.808216,7.827984,1.271682,148601
1973-05-18,7.827984,7.827984,7.551237,7.571004,1.229935,302262
1973-05-21,7.571004,7.571004,7.333793,7.571004,1.229935,257365
1973-05-22,7.808216,8.203569,7.808216,8.183801,1.329486,325659
1973-05-23,8.183801,8.322175,8.025660,8.104731,1.316641,281394
1973-05-24,8.104731,8.539618,8.045428,8.500083,1.380866,262424
1973-05-25,8.500083,8.559386,8.322175,8.480316,1.377656,387629
1973-05-29,8.480316,8.480316,8.144266,8.144266,1.323063,125205
1973-05-30,8.144266,8.341942,7.986125,8.025660,1.303795,120146
1973-05-31,8.025660,8.025660,7.689610,7.689610,1.249203,241556
1973-06-01,7.689610,7.907054,7.610540,7.907054,1.284528,211836
1973-06-04,7.748913,7.748913,7.610540,7.669843,1.245991,163145
1973-06-05,7.669843,8.084963,7.630307,8.084963,1.313429,141646
1973-06-06,8.084963,8.282639,7.966357,7.986125,1.297373,144175
1973-06-07,8.025660,8.282639,8.025660,8.282639,1.345542,165675
1973-06-08,8.282639,8.401245,8.282639,8.401245,1.364810,252939
1973-06-11,8.500083,8.579154,8.500083,8.579154,1.393712,354114
1973-06-12,8.579154,8.579154,8.500083,8.579154,1.393712,286453
1973-06-13,8.579154,8.677992,8.579154,8.677992,1.409768,387629
1973-06-14,8.677992,8.677992,8.322175,8.677992,1.409768,298468
1973-06-15,8.539618,8.539618,8.223336,8.282639,1.345542,337673
1973-06-18,8.203569,8.203569,7.926822,7.986125,1.297373,163778
1973-06-19,7.986125,8.104731,7.907054,7.986125,1.297373,192233
1973-06-20,7.986125,8.045428,7.966357,8.045428,1.307006,233968
1973-06-21,8.045428,8.045428,7.986125,8.025660,1.303795,173263
1973-06-22,8.183801,8.539618,8.183801,8.223336,1.335909,399011
1973-06-25,8.223336,8.223336,7.867519,8.144266,1.329455,285188
1973-06-26,8.144266,8.183801,7.966357,8.144266,1.329455,287718
1973-06-27,8.144266,8.183801,8.025660,8.124498,1.326228,148601
1973-06-28,8.144266,8.223336,8.144266,8.203569,1.339135,299732
1973-06-29,8.203569,8.223336,8.104731,8.164033,1.332681,393320
1973-07-02,8.144266,8.144266,8.025660,8.104731,1.323002,108131
1973-07-03,8.104731,8.104731,7.926822,8.025660,1.310093,207410
1973-07-05,7.926822,7.926822,7.847751,7.907054,1.290733,180219
1973-07-06,7.907054,7.907054,7.748913,7.867519,1.284279,339570
1973-07-09,7.827984,7.827984,7.669843,7.748913,1.264918,171998
1973-07-10,7.768681,7.926822,7.768681,7.926822,1.293960,133425
1973-07-11,8.025660,8.440780,8.025660,8.440780,1.377857,374982
1973-07-12,8.440780,8.480316,8.223336,8.322175,1.358496,672817
1973-07-13,8.322175,8.381477,8.124498,8.183801,1.335909,56279
1973-07-16,8.183801,8.341942,8.124498,8.341942,1.361723,152396
1973-07-17,8.440780,8.579154,8.440780,8.440780,1.377857,182748
1973-07-18,8.381477,8.381477,8.223336,8.322175,1.358496,175792
1973-07-19,8.322175,8.440780,8.223336,8.401245,1.371403,325026
1973-07-20,8.401245,8.559386,8.381477,8.500083,1.387539,199822
1973-07-23,8.500083,8.737295,8.440780,8.737295,1.426260,311747
1973-07-24,8.737295,8.737295,8.579154,8.638457,1.410126,208674
1973-07-25,8.638457,8.875668,8.638457,8.757062,1.429487,264321
1973-07-26,8.836133,9.211718,8.836133,9.211718,1.503703,297835
1973-07-27,9.211718,9.251253,9.093112,9.093112,1.484342,377511
1973-07-30,8.974506,8.974506,8.677992,8.855901,1.445620,259895
1973-07-31,8.855901,8.875668,8.677992,8.677992,1.416579,113190
1973-08-01,8.677992,8.934971,8.480316,8.618689,1.406899,310482
1973-08-02,8.618689,8.677992,8.480316,8.579154,1.400445,277600
1973-08-03,8.579154,8.638457,8.440780,8.638457,1.410126,169469
1973-08-06,8.638457,8.855901,8.618689,8.757062,1.429487,170101
1973-08-07,8.757062,8.875668,8.677992,8.737295,1.426260,127734
1973-08-08,8.737295,8.737295,8.480316,8.519851,1.390764,116352
1973-08-09,8.519851,8.796598,8.440780,8.677992,1.416579,273806
1973-08-10,8.677992,8.677992,8.480316,8.579154,1.400445,73352
1973-08-13,8.579154,8.677992,8.579154,8.638457,1.410126,128366
1973-08-14,8.638457,8.796598,8.618689,8.757062,1.429487,94852
1973-08-15,8.757062,8.757062,8.638457,8.697760,1.419806,169469
1973-08-16,8.737295,8.836133,8.737295,8.737295,1.426260,196660
1973-08-17,8.677992,8.677992,8.559386,8.579154,1.400445,108764
1973-08-20,8.579154,8.638457,8.480316,8.480316,1.384311,67029
1973-08-21,8.480316,8.559386,8.440780,8.539618,1.393992,317438
1973-08-22,8.480316,8.480316,8.381477,8.440780,1.377857,108764
1973-08-23,8.440780,8.539618,8.440780,8.480316,1.384311,165043
1973-08-24,8.480316,8.559386,8.282639,8.341942,1.361723,128366
1973-08-27,8.341942,8.341942,8.223336,8.322175,1.358496,92955
1973-08-28,8.381477,8.539618,8.381477,8.401245,1.371403,127734
1973-08-29,8.519851,8.618689,8.519851,8.579154,1.400445,393320
1973-08-30,8.579154,8.836133,8.579154,8.836133,1.442393,153660
1973-08-31,8.836133,8.836133,8.677992,8.737295,1.426260,49323
1973-09-04,8.875668,8.994274,8.875668,8.974506,1.464981,203616
1973-09-05,8.974506,8.994274,8.934971,8.994274,1.468209,166940
1973-09-06,9.033809,9.290789,9.033809,9.290789,1.516610,209307
1973-09-07,9.290789,9.330324,9.093112,9.152415,1.494024,185910
1973-09-10,9.152415,9.152415,8.855901,8.855901,1.445620,76514
1973-09-11,8.855901,8.974506,8.697760,8.974506,1.464981,287085
1973-09-12,8.934971,8.934971,8.796598,8.836133,1.442393,197292
1973-09-13,8.836133,8.836133,8.638457,8.796598,1.435941,286453
1973-09-14,8.796598,8.836133,8.677992,8.836133,1.442393,162513
1973-09-17,8.836133,9.053577,8.836133,8.994274,1.468209,280762
1973-09-18,8.994274,9.093112,8.934971,9.033809,1.474661,116984
1973-09-19,9.033809,9.211718,9.033809,9.152415,1.494024,233336
1973-09-20,9.152415,9.330324,8.994274,8.994274,1.468209,257997
1973-09-21,8.994274,9.053577,8.737295,9.053577,1.477889,201719
1973-09-24,9.033809,9.211718,9.033809,9.211718,1.510298,240292
1973-09-25,9.211718,9.231486,9.112880,9.211718,1.510298,183381
1973-09-26,9.211718,9.350092,9.211718,9.290789,1.523262,239659
1973-09-27,9.290789,9.448930,9.290789,9.409394,1.542709,156190
1973-09-28,9.409394,9.448930,9.330324,9.389627,1.539467,104337
1973-10-01,9.389627,9.448930,9.251253,9.448930,1.549191,109396
1973-10-02,9.448930,9.607071,9.448930,9.508233,1.558913,267483
1973-10-03,9.508233,9.864050,9.468697,9.864050,1.617251,307321
1973-10-04,9.864050,9.864050,9.705909,9.705909,1.591323,283291
1973-10-05,9.804747,10.516382,9.804747,10.516382,1.724204,317438
1973-10-08,10.516382,10.714058,10.298938,10.516382,1.724204,540656
1973-10-09,10.457079,10.457079,10.160565,10.417544,1.707999,202983
1973-10-10,10.338473,10.338473,10.002424,10.041959,1.646420,313012
1973-10-11,10.041959,10.180332,9.864050,9.982656,1.636697,394584
1973-10-12,10.101262,10.417544,10.101262,10.417544,1.707999,383202
1973-10-15,10.338473,10.338473,10.160565,10.239635,1.678829,157454
1973-10-16,10.180332,10.180332,10.041959,10.180332,1.669107,263056
1973-10-17,10.180332,10.298938,10.101262,10.219868,1.675589,180219
1973-10-18,10.219868,10.219868,10.101262,10.219868,1.675589,90426
1973-10-19,10.219868,10.279170,10.121029,10.160565,1.665866,225115
1973-10-22,10.160565,10.160565,10.002424,10.101262,1.656142,140381
1973-10-23,10.101262,10.121029,9.943121,10.101262,1.656142,235865
1973-10-24,10.160565,10.219868,10.160565,10.160565,1.665866,205513
1973-10-25,10.160565,10.753594,10.101262,10.753594,1.763096,313644
1973-10-26,10.753594,10.753594,10.536150,10.694291,1.753372,357276
1973-10-29,10.674523,10.674523,10.457079,10.457079,1.714481,212469
1973-10-30,10.239635,10.239635,9.804747,9.864050,1.617251,437584
1973-10-31,9.824515,9.824515,9.626838,9.626838,1.578359,195395
1973-11-01,9.626838,9.626838,9.468697,9.567536,1.568637,414819
1973-11-02,9.389627,9.389627,9.191950,9.330324,1.529745,646258
1973-11-05,9.112880,9.112880,8.915204,8.934971,1.464925,819521
1973-11-06,8.934971,9.271021,8.895436,9.033809,1.481129,733522
1973-11-07,9.033809,9.290789,8.994274,9.053577,1.484371,587450
1973-11-08,9.093112,9.409394,9.093112,9.211718,1.510298,373085
1973-11-09,9.211718,9.251253,8.796598,8.836133,1.448720,823948
1973-11-12,8.796598,8.796598,8.203569,8.737295,1.432516,578597
1973-11-13,8.737295,8.895436,8.638457,8.757062,1.435756,416717
1973-11-14,8.757062,8.796598,8.262872,8.401245,1.377418,434422
1973-11-15,8.401245,8.757062,8.223336,8.757062,1.435756,607685
1973-11-16,8.757062,9.330324,8.638457,9.033809,1.481129,600097
1973-11-19,8.934971,8.934971,8.638457,8.697760,1.426033,426834
1973-11-20,8.618689,8.618689,8.381477,8.381477,1.374177,1152768
1973-11-21,8.381477,8.638457,8.183801,8.341942,1.367696,904888
1973-11-23,8.282639,8.282639,7.867519,7.926822,1.299635,339570
1973-11-26,7.788448,7.788448,7.393096,7.610540,1.247778,392055
1973-11-27,7.610540,7.867519,7.571004,7.630307,1.251020,643729
1973-11-28,7.689610,8.025660,7.689610,8.025660,1.315839,314909
1973-11-29,8.025660,8.638457,7.966357,8.282639,1.357972,510304
1973-11-30,8.282639,8.381477,8.144266,8.262872,1.354731,344629
1973-12-03,8.223336,8.223336,8.045428,8.084963,1.325563,309850
1973-12-04,8.084963,8.322175,8.084963,8.282639,1.357972,197925
1973-12-05,8.223336,8.223336,8.104731,8.203569,1.345008,220689
1973-12-06,8.223336,8.618689,8.223336,8.618689,1.413069,276336
1973-12-07,8.618689,8.757062,8.579154,8.638457,1.416310,430628
1973-12-10,8.638457,8.677992,8.381477,8.579154,1.406587,174528
1973-12-11,8.579154,8.737295,8.579154,8.579154,1.406587,338938
1973-12-12,8.519851,8.519851,8.282639,8.322175,1.364455,496392
1973-12-13,8.322175,8.480316,8.183801,8.282639,1.357972,470466
1973-12-14,8.282639,8.401245,7.966357,8.322175,1.364455,288350
1973-12-17,8.322175,8.341942,8.164033,8.282639,1.357972,254203
1973-12-18,8.322175,8.757062,8.322175,8.737295,1.432516,127734
1973-12-19,8.737295,9.033809,8.697760,8.737295,1.432516,261159
1973-12-20,8.737295,8.855901,8.579154,8.697760,1.426033,247248
1973-12-21,8.697760,8.737295,8.579154,8.677992,1.422792,176425
1973-12-24,8.618689,8.618689,8.539618,8.618689,1.419536,128366
1973-12-26,8.737295,9.033809,8.737295,8.994274,1.481397,419878
1973-12-27,9.053577,9.211718,9.053577,9.211718,1.517211,425569
1973-12-28,9.152415,9.152415,9.033809,9.053577,1.491165,136587
1973-12-31,9.053577,9.112880,8.915204,9.093112,1.497676,115087
1974-01-02,9.093112,9.152415,8.875668,9.033809,1.487907,121411
1974-01-03,9.093112,9.271021,9.093112,9.112880,1.500931,190969
1974-01-04,9.112880,9.112880,9.033809,9.112880,1.500931,119514
1974-01-07,9.112880,9.152415,8.994274,9.093112,1.497676,192866
1974-01-08,9.093112,9.152415,8.836133,8.895436,1.465117,214366
1974-01-09,8.796598,8.796598,8.381477,8.480316,1.396745,395217
1974-01-10,8.440780,8.440780,8.223336,8.223336,1.354420,454657
1974-01-11,8.223336,8.282639,7.926822,8.262872,1.360931,280130
1974-01-14,8.262872,8.559386,8.223336,8.341942,1.373955,286453
1974-01-15,8.341942,8.480316,8.282639,8.401245,1.383723,80308
1974-01-16,8.401245,8.697760,8.381477,8.697760,1.432559,178954
1974-01-17,8.875668,9.033809,8.875668,8.994274,1.481397,319967
1974-01-18,8.994274,9.033809,8.737295,8.757062,1.442328,235865
1974-01-21,8.757062,8.796598,8.579154,8.638457,1.422792,106234
1974-01-22,8.757062,8.994274,8.757062,8.994274,1.481397,202983
1974-01-23,8.994274,8.994274,8.855901,8.855901,1.458606,335144
1974-01-24,8.855901,8.934971,8.737295,8.737295,1.439071,213101
1974-01-25,8.697760,8.697760,8.401245,8.440780,1.390233,268115
1974-01-28,8.440780,8.440780,8.381477,8.381477,1.380466,149866
1974-01-29,8.440780,8.677992,8.440780,8.677992,1.429303,270012
1974-01-30,8.677992,8.934971,8.677992,8.895436,1.465117,158087
1974-01-31,8.934971,9.033809,8.934971,8.934971,1.471629,140381
1974-02-01,8.934971,9.033809,8.895436,8.974506,1.478141,147969
1974-02-04,8.737295,8.737295,8.539618,8.539618,1.406513,262424
1974-02-05,8.539618,8.737295,8.440780,8.638457,1.422792,401540
1974-02-06,8.638457,8.737295,8.638457,8.677992,1.429303,400908
1974-02-07,8.579154,8.579154,8.381477,8.500083,1.400002,627288
1974-02-08,8.500083,8.579154,8.440780,8.440780,1.390233,92323
1974-02-11,8.440780,8.519851,8.381477,8.381477,1.380466,139116
1974-02-12,8.381477,8.480316,8.381477,8.440780,1.390233,157454
1974-02-13,8.440780,8.579154,8.381477,8.480316,1.396745,325659
1974-02-14,8.480316,8.519851,8.381477,8.381477,1.380466,130896
1974-02-15,8.381477,8.638457,8.381477,8.579154,1.413025,187807
1974-02-19,8.677992,9.093112,8.677992,8.677992,1.429303,313012
1974-02-20,8.677992,8.875668,8.677992,8.855901,1.458606,102440
1974-02-21,8.915204,8.994274,8.915204,8.994274,1.481397,97381
1974-02-22,9.033809,9.231486,9.033809,9.152415,1.507443,202351
